ticker,period,document_type,source_url,issue,manual_review_required,priority,notes
NLG,2025-Q3,financial_statement,https://www.namlongvn.com/uploads/2025/10/20251029_NLG_CBTT-Bao-cao-tai-chinh-Quy-3.2025_Rieng_EN.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,2025-Q3,financial_statement,https://www.ptsc.com.vn/Data/Sites/1/media/codong/VIE_EN_BCTC Cong ty me_Quy 3.2025.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
SSI,2025-Q3,financial_statement,https://www.ssi.com.vn/upload/files/IR/20251020_SSI_Bao_cao_tai_chinh_rieng_Quy_3_nam_2025.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,2025-Q2,financial_statement,https://www.namlongvn.com/uploads/2025/07/20250725-nlg-cbtt-bao-cao-tai-chinh-quy-2-2025-rieng-en.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,2025-Q2,financial_statement,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/1246 PTSC-BTK.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,2026,financial_statement,https://www.namlongvn.com/uploads/2026/03/20260318-NLG-CBTT-Bao-cao-tai-chinh-nam-2025-da-kiem-toan-Rieng-EN.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
NLG,2025-Q1,financial_statement,https://www.namlongvn.com/uploads/assets/files/Cong-bo-thong-tin/Bao-cao-tai-chinh/20250424-nlg-cbtt-bao-cao-tai-chinh-quy-1-nam-2025-rieng-en.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,2024-Q4,financial_statement,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/2025 01 24_161 PTSC-BTK_CBTT Bao cao tai chinh Cong ty me Quy 4 2024.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,2025-Q1,financial_statement,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2025/Webiste_BCTC Cong ty me_QUY 1.2025-VN.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
PVS,2026,financial_statement,https://www.ptsc.com.vn/Data/Sites/1/media/codong/2026/2026 03 19_363 PTSC-BTK_CBTT BCTC Cty me Nam 2025.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
SSI,2026,financial_statement,https://www.ssi.com.vn/upload/files/IR/20260327_SSI_Bao_cao_tai_chinh_rieng_nam_2025_da_kiem_toan.pdf,STANDALONE_REVIEW_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; standalone/rieng candidate requires manual review; document saved; no finance values parsed in 01I-B; 01IE_DOCUMENT_FILE_DOWNLOADED_NOT_FINANCE_EVIDENCE"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh,HTML_SNAPSHOT_SAVED,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh,HTML_SNAPSHOT_SAVED,True,medium,01IE_DEPTH1_DOCUMENT_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh#menu,HTML_SNAPSHOT_SAVED,True,medium,01IE_DEPTH1_DOCUMENT_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat,HTML_SNAPSHOT_SAVED,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat,HTML_SNAPSHOT_SAVED,True,medium,01IE_DEPTH1_DOCUMENT_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat#menu,HTML_SNAPSHOT_SAVED,True,medium,01IE_DEPTH1_DOCUMENT_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE
HSG,2025-Q2,financial_statement,https://hoasengroup.vn/vi/bai-viet/hsg-bao-cao-tai-chinh-hop-nhat-va-giai-trinh-kqkd-hop-nhat-quy-ii-ndtc-2025-2026/,SOURCE_BLOCKED_OR_JS_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; HTML page appears blocked, JS-only, login, or CAPTCHA"
HSG,2026,financial_statement,https://hoasengroup.vn/vi/bai-viet/hsg-bao-cao-tai-chinh-hop-nhat-va-giai-trinh-kqkd-hop-nhat-giua-nien-do-ndtc-2025-2026-da-soat-xet/,SOURCE_BLOCKED_OR_JS_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; HTML page appears blocked, JS-only, login, or CAPTCHA"
GMD,2026-Q1,financial_statement,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-1-2026/,SOURCE_BLOCKED_OR_JS_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; HTML page appears blocked, JS-only, login, or CAPTCHA"
GMD,2025-Q4,financial_statement,https://www.gemadept.com.vn/bao-cao-tai-chinh-quy-4-2025/,SOURCE_BLOCKED_OR_JS_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; HTML page appears blocked, JS-only, login, or CAPTCHA"
FPT,2025,annual_report,https://bctn2025.fpt.com/vi,HTML_SNAPSHOT_SAVED,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
FPT,2025,annual_report,https://bctn2025.fpt.com/bao-cao-esg/hoat-dong-vi-moi-truong-xanh/,HTML_SNAPSHOT_SAVED,True,medium,01IE_DEPTH1_DOCUMENT_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/,HTML_SNAPSHOT_SAVED,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg,HTML_SNAPSHOT_SAVED,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
GMD,2025,financial_statement,https://www.gemadept.com.vn/bao-cao-tai-chinh-6-thang-dau-nam-2025/,SOURCE_BLOCKED_OR_JS_REQUIRED,True,high,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; HTML page appears blocked, JS-only, login, or CAPTCHA"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh,TOO_MANY_AMBIGUOUS_DEPTH1_CANDIDATES,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat,TOO_MANY_AMBIGUOUS_DEPTH1_CANDIDATES,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
FPT,2025,annual_report,https://bctn2025.fpt.com/vi,TOO_MANY_AMBIGUOUS_DEPTH1_CANDIDATES,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/,TOO_MANY_AMBIGUOUS_DEPTH1_CANDIDATES,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg,TOO_MANY_AMBIGUOUS_DEPTH1_CANDIDATES,True,medium,"01ID_PATCH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET; HTTPS and official domain checked, finance numbers not parsed; document saved; no finance values parsed in 01I-B; 01IE_HTML_SNAPSHOT_NOT_FINANCE_EVIDENCE"
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/en/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/vi/document/bao-cao-tai-chinh-hop-nhat-quy-i2026-tieng-anh,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/en/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
VGC,2026-Q1,financial_statement,https://viglacera.com.vn/vi/document/bao-cao-tai-chinh-quy-i-nam-2026-hop-nhat,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/bao-cao-esg/moi-truong-lam-viec-dang-cap-hanh-phuc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/bao-cao-esg/quan-tri-huong-den-phat-trien-ben-vung/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/bao-cao-esg/song-hanh-vi-su-phat-trien-cong-dong/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/bao-cao-esg/thong-diep-dinh-huong-esg/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/chien-luoc-phat-trien/boi-canh-chung/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2026,annual_report,https://bctn2025.fpt.com/chien-luoc-phat-trien/chien-luoc-phat-chien-giai-doan-2026-2028/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/dau-an-2025/con-so-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/dau-an-2025/du-an-ai-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/dau-an-2025/giai-thuong-tieu-bieu/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/dau-an-2025/hoat-dong-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/en/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/phan-tich-hoat-dong-kinh-doanh/danh-gia-chung/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/quan-tri-cong-ty/bao-cao-ban-kiem-soat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/quan-tri-cong-ty/bao-cao-hdqt/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/quan-tri-cong-ty/danh-gia-cua-hoi-dong-quan-tri-doc-lap/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/quan-tri-cong-ty/quan-tri-cong-ty-nam-2025/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/thong-diep-ban-lanh-dao/thong-diep-chu-tich-hdqt/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/thong-diep-ban-lanh-dao/thong-diep-tong-giam-doc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/#content,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/#elementor-action%3Aaction%3Dpopup%3Aclose%26settings%3DeyJkb19ub3Rfc2hvd19hZ2FpbiI6IiJ9,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjUwMiIsInRvZ2dsZSI6ZmFsc2V9,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/dau-an-2025/con-so-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/dau-an-2025/du-an-ai-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/dau-an-2025/giai-thuong-tieu-bieu/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/dau-an-2025/hoat-dong-noi-bat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/danh-gia-chung/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-cong-nghe/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-cong-nghe/dich-vu-cntt-cho-thi-truong-nuoc-ngoai/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-cong-nghe/dich-vu-cntt-cho-thi-truong-trong-nuoc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
