ticker,company_name,screening_status,watchlist_status,manual_review_required,manual_bctc_required,market_source_confidence,finance_source_confidence,crosscheck_status,verification_status,missing_fields,block_reasons,reason_to_review,last_price_date,last_close,avg_volume_20d,avg_volume_60d,last_volume,recent_trading_value,stale_days,market_fetch_status,finance_quality_status,finance_source_layer,micro_sector,sector,archetype,cycle_status,survival_status,valuation_context,timing_liquidity_status,confidence_score,source_conflicts
ABW,Công ty Cổ phần Chứng khoán An Bình,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
AC4,Công ty Cổ phần ACC - 244,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,CACHE_MISSING,provisional_structured,,,,,,,,,
ACB,Ngân hàng Thương mại Cổ phần Á Châu,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,22137880.0,,22137880.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,7420.0,,7420.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACE,Công ty Cổ phần Bê tông ly tâm An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1410.0,,1410.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACG,Công ty Cổ phần Gỗ An Cường,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,5950.0,,5950.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1690.0,,1690.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACM,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,92670.0,,92670.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACS,Công ty Cổ phần Xây lắp Thương mại 2,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,30.0,,30.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,952890.0,,952890.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,130.0,,130.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ADG,Công ty Cổ phần Clever Group,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1330.0,,1330.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ADP,Công ty Cổ phần Sơn Á Đông,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,3300.0,,3300.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ADS,Công ty Cổ phần DAMSAN,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,100480.0,,100480.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AFC,Công ty Cổ phần Nông Lâm Nghiệp Bình Dương,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,CACHE_MISSING,provisional_structured,,,,,,,,,
AFX,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,59790.0,,59790.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AG1,Công ty Cổ phần 28.1,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,12870.0,,12870.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGC,Công ty Cổ phần Cà phê An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,CACHE_MISSING,provisional_structured,,,,,,,,,
AGD,Công ty Cổ phần Gò Đàng,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,CACHE_MISSING,provisional_structured,,,,,,,,,
AGE,Công ty Cổ phần Môi trường Đô thị An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
AGF,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,240.0,,240.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,203870.0,,203870.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,56090.0,,56090.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,2170.0,,2170.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGR,Công ty Cổ phần Chứng khoán AGRIBANK,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,266050.0,,266050.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AGX,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,3090.0,,3090.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AIC,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,8.9,6564.0,,6564.0,58419.6,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
ALC,Công ty Cổ phần Âu Lạc,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
ALP,Công ty Cổ phần Đầu tư Alphanam,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,CACHE_MISSING,provisional_structured,,,,,,,,,
ALT,Công ty Cổ phần Văn hóa Tân Bình,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1130.0,,1130.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ALV,Công ty Cổ phần Tập đoàn MCST,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,11240.0,,11240.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
