ticker,module,issue,severity,status,evidence,confidence,notes
CTG,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_NET_PROFIT,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.34479e+08', 'avg_volume=9.53264e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=14.4971', 'financial_statement_summary:total_liabilities,equity']",low,
CTG,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_OPERATING_CASH_FLOW,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.34479e+08', 'avg_volume=9.53264e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=14.4971', 'financial_statement_summary:total_liabilities,equity']",low,
MBB,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=4.7226e+08', 'avg_volume=1.81191e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.75975', 'financial_statement_summary:total_liabilities,equity']",low,
MBB,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_NET_PROFIT,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=4.7226e+08', 'avg_volume=1.81191e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.75975', 'financial_statement_summary:total_liabilities,equity']",low,
MBB,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_OPERATING_CASH_FLOW,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=4.7226e+08', 'avg_volume=1.81191e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.75975', 'financial_statement_summary:total_liabilities,equity']",low,
ACB,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.83532e+08', 'avg_volume=1.61561e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.43939', 'financial_statement_summary:total_liabilities,equity']",low,
ACB,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_NET_PROFIT,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.83532e+08', 'avg_volume=1.61561e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.43939', 'financial_statement_summary:total_liabilities,equity']",low,
ACB,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_OPERATING_CASH_FLOW,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.83532e+08', 'avg_volume=1.61561e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'financial_statement_summary:operating_cash_flow', 'debt_to_equity=9.43939', 'financial_statement_summary:total_liabilities,equity']",low,
HPG,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.66616e+08', 'avg_volume=3.55877e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'debt_to_equity=0.855231']",low,
HPG,l0_trash_filter,MISSING_ESSENTIAL_FINANCIAL_FIELD_NET_PROFIT,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.66616e+08', 'avg_volume=3.55877e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value', 'financial_statement_summary:net_profit', 'debt_to_equity=0.855231']",low,
HSG,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=4.64249e+07', 'avg_volume=3.88524e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
HSG,l0_trash_filter,VERY_LOW_LIQUIDITY,LOW,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=4.64249e+07', 'avg_volume=3.88524e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VHM,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=7.81926e+08', 'avg_volume=6.06439e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
KDH,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=1.12818e+08', 'avg_volume=4.51218e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
NLG,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.48739e+07', 'avg_volume=3.09239e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
NLG,l0_trash_filter,VERY_LOW_LIQUIDITY,LOW,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.48739e+07', 'avg_volume=3.09239e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
SSI,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.48283e+08', 'avg_volume=2.92428e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VND,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=2.24761e+08', 'avg_volume=1.36963e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
GAS,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=2.25706e+08', 'avg_volume=2.48142e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
PVS,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=2.88934e+08', 'avg_volume=6.69113e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
FPT,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=8.57836e+08', 'avg_volume=1.1293e+07', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
MWG,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=5.80576e+08', 'avg_volume=7.04664e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VGC,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.89046e+07', 'avg_volume=855458', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VGC,l0_trash_filter,VERY_LOW_LIQUIDITY,LOW,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=3.89046e+07', 'avg_volume=855458', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
GMD,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,INSUFFICIENT_DATA_FOR_L0,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=1.2965e+08', 'avg_volume=1.73408e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VHC,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=5.523e+07', 'avg_volume=913149', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VHC,l0_trash_filter,VERY_LOW_LIQUIDITY,LOW,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=5.523e+07', 'avg_volume=913149', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
TCM,l0_trash_filter,MISSING_FINANCIAL_DATA,MEDIUM,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=2.35865e+07', 'avg_volume=1.07509e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
TCM,l0_trash_filter,VERY_LOW_LIQUIDITY,LOW,L0_REJECT,"['has_financial_data', 'financial_statement_summary', 'market:quality_status', 'market:final_confidence', 'avg_trading_value=2.35865e+07', 'avg_volume=1.07509e+06', 'zero_volume_day_ratio=0', 'market_price:volume,trading_value']",low,
VCB,l0_basic_investability_filter,UPSTREAM_L0_CAUTION,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,SUSPICIOUS_OUTLIER,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,LOW_DATA_CONFIDENCE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,STALE_DATA,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,LOW_LIQUIDITY,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,MARKET_DATA_QUALITY_REVIEW,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,MARKET_CAP_MISSING,MEDIUM,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,UNKNOWN_DISCLOSURE_STATUS,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,LOW_DATA_COVERAGE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
VCB,l0_basic_investability_filter,SEVERE_DEBT_PRESSURE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=5.10834e+08', 'avg_volume=8.38168e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=9.90009']",low,
BID,l0_basic_investability_filter,UPSTREAM_L0_CAUTION,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,LOW_DATA_CONFIDENCE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,STALE_DATA,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,LOW_LIQUIDITY,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,MARKET_DATA_QUALITY_REVIEW,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,MARKET_CAP_MISSING,MEDIUM,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,UNKNOWN_DISCLOSURE_STATUS,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,LOW_DATA_COVERAGE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
BID,l0_basic_investability_filter,SEVERE_DEBT_PRESSURE,LOW,INSUFFICIENT_DATA_FOR_BASIC_INVESTABILITY,"['l0_status=INSUFFICIENT_DATA_FOR_L0', 'valid_trading_days=67', 'avg_trading_value=3.37179e+08', 'avg_volume=8.0759e+06', 'market_cap=missing', 'missing_financial_field=net_profit', 'missing_financial_field=operating_cash_flow', 'debt_to_equity=16.7744']",low,
