ticker,dataset_name,status,reason,notes
SSI,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
VND,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
GAS,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
PVS,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
FPT,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
MWG,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
VGC,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
GMD,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
VHC,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
TCM,financial_statement_summary,FINANCIAL_STATEMENT_DATA_UNAVAILABLE,income_statement:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; balance_sheet:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED; cash_flow:REAL_SOURCE_REQUEST_BUDGET_EXHAUSTED,recorded by REAL-DATA-01; no fabricated data
VCB,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
BID,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
CTG,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
MBB,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
ACB,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
HPG,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
HSG,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
VHM,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
KDH,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
NLG,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
SSI,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
VND,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
GAS,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
PVS,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
FPT,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
MWG,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
VGC,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
GMD,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
VHC,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
TCM,disclosure_status,DISCLOSURE_DATA_UNAVAILABLE,"real source unavailable or budget exhausted; no disclosure is unknown, not clean; use data/templates/disclosure_status_template.csv or --input-disclosure",recorded by REAL-DATA-01; no fabricated data
