ticker,period,period_type,has_revenue,has_net_profit,has_total_assets,has_total_liabilities,has_equity,has_cash,has_operating_cash_flow,has_inventory,missing_fields,not_applicable_fields,source,confidence_raw,notes
SSI,2026-Q1,quarter,True,False,True,True,True,True,True,False,"net_profit,inventory","gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
VND,2026-Q1,quarter,True,False,True,True,True,True,True,False,"net_profit,inventory","gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
GAS,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
PVS,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
FPT,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
MWG,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
VGC,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
GMD,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
VHC,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
TCM,2026-Q1,quarter,True,False,True,True,True,True,True,True,net_profit,"gross_profit,inventory",vnstock:vci:finance,low,"MISSING_FINANCIAL_FIELD:net_profit; NOT_APPLICABLE:gross_profit,inventory; source values mapped only when explicitly present; no missing values fabricated"
