dataset_name,record_key,ticker,field_name,issue,blocked_readiness,manual_review_required,evidence_status,notes
financial_statement_summary,ticker=SSI|period=2025-Q4,SSI,revenue,MISSING_REQUIRED_FIELD,l0|step18|future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=SSI|period=2026-Q1,SSI,revenue,MISSING_REQUIRED_FIELD,l0|step18|future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VCB|period=2025-Q4,VCB,short_term_debt,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VCB|period=2025-Q4,VCB,long_term_debt,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VCB|period=2026-Q1,VCB,short_term_debt,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VCB|period=2026-Q1,VCB,long_term_debt,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VND|period=2025-Q4,VND,revenue,MISSING_REQUIRED_FIELD,l0|step18|future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
financial_statement_summary,ticker=VND|period=2026-Q1,VND,revenue,MISSING_REQUIRED_FIELD,l0|step18|future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,VCB,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,BID,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,CTG,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,MBB,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,ACB,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,HPG,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,HSG,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VHM|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,VHM,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=KDH|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,KDH,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=NLG|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,NLG,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=SSI|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,SSI,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VND|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,VND,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=GAS|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,GAS,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=PVS|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,PVS,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=FPT|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,FPT,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=MWG|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,MWG,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VGC|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,VGC,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=GMD|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,GMD,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VHC|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,VHC,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=TCM|event_date=2026-06-05|event_type=NO_MATERIAL_DISCLOSURE_FOUND_SOURCE_CHECKED,TCM,description,MISSING_REQUIRED_FIELD,future_step19,True,UNRESOLVED,no source evidence for required field; value remains missing
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VCB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VCB,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=BID|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,BID,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=CTG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,CTG,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MBB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MBB,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=ACB|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,ACB,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HPG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HPG,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=HSG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,HSG,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHM,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHM,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHM,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHM,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=KDH|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,KDH,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=KDH|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,KDH,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=KDH|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,KDH,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=KDH|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,KDH,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=NLG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,NLG,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=NLG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,NLG,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=NLG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,NLG,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=NLG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,NLG,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=SSI|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,SSI,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=SSI|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,SSI,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=SSI|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,SSI,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=SSI|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,SSI,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VND|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VND,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VND|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VND,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VND|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VND,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VND|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VND,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GAS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GAS,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GAS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GAS,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GAS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GAS,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GAS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GAS,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=PVS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,PVS,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=PVS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,PVS,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=PVS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,PVS,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=PVS|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,PVS,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=FPT|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,FPT,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=FPT|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,FPT,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=FPT|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,FPT,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=FPT|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,FPT,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MWG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MWG,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MWG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MWG,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MWG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MWG,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=MWG|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,MWG,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VGC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VGC,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VGC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VGC,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VGC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VGC,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VGC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VGC,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GMD|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GMD,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GMD|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GMD,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GMD|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GMD,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=GMD|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,GMD,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHC,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHC,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHC,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=VHC|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,VHC,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=TCM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,TCM,source,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=TCM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,TCM,source_url,DATA_CONFLICT,l0|step18|future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=TCM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,TCM,title,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
disclosure_status,ticker=TCM|event_date=2026-06-05|event_type=DISCLOSURE_SOURCE_UNAVAILABLE,TCM,description,DATA_CONFLICT,future_step19,True,UNRESOLVED,source conflict blocks readiness until manual review
