ticker,stage,needed_document,where_to_get_it,suggested_category,document_priority,reason
VNM,stage_4_deep_dive_shortlist,P3_same_period_previous_year_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P3_same_period_previous_year_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VNM,stage_4_deep_dive_shortlist,P4_three_year_audited_annual_statements,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P4_three_year_audited_annual_statements,Manual seed requested only for staged evidence slots; no automated bulk download.
TVN,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TVN,stage_4_deep_dive_shortlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TVN,stage_4_deep_dive_shortlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
TVN,stage_4_deep_dive_shortlist,P3_same_period_previous_year_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P3_same_period_previous_year_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TVN,stage_4_deep_dive_shortlist,P4_three_year_audited_annual_statements,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P4_three_year_audited_annual_statements,Manual seed requested only for staged evidence slots; no automated bulk download.
VJC,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VJC,stage_4_deep_dive_shortlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VJC,stage_4_deep_dive_shortlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VJC,stage_4_deep_dive_shortlist,P3_same_period_previous_year_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P3_same_period_previous_year_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VJC,stage_4_deep_dive_shortlist,P4_three_year_audited_annual_statements,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P4_three_year_audited_annual_statements,Manual seed requested only for staged evidence slots; no automated bulk download.
VTZ,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VTZ,stage_4_deep_dive_shortlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VTZ,stage_4_deep_dive_shortlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VTZ,stage_4_deep_dive_shortlist,P3_same_period_previous_year_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P3_same_period_previous_year_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VTZ,stage_4_deep_dive_shortlist,P4_three_year_audited_annual_statements,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P4_three_year_audited_annual_statements,Manual seed requested only for staged evidence slots; no automated bulk download.
YEG,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
YEG,stage_4_deep_dive_shortlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
YEG,stage_4_deep_dive_shortlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
YEG,stage_4_deep_dive_shortlist,P3_same_period_previous_year_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P3_same_period_previous_year_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
YEG,stage_4_deep_dive_shortlist,P4_three_year_audited_annual_statements,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P4_three_year_audited_annual_statements,Manual seed requested only for staged evidence slots; no automated bulk download.
VCI,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VCI,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VCI,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VFS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VFS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VFS,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VDS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VDS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VDS,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VIG,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VIG,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VIG,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
TVS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TVS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TVS,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VRE,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VRE,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VRE,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VNE,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VNE,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VNE,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VOS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VOS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VOS,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
VTP,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VTP,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
VTP,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
TLH,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P0_latest_consolidated_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TLH,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao tai chinh,P1_latest_audited_annual_financial_statement,Manual seed requested only for staged evidence slots; no automated bulk download.
TLH,stage_3_final_watchlist,P2_latest_annual_report,"Vietstock > Tai lieu > Bao cao tai chinh/Bao cao thuong nien, or company IR direct link",Bao cao thuong nien,P2_latest_annual_report,Manual seed requested only for staged evidence slots; no automated bulk download.
